,disturbance_frequency,disturbance_mortality,optimal_spacing
1,0,0.95,1
2,0.02,0.95,34
3,0.04,0.95,30
4,0.06,0.95,26
5,0.08,0.95,1
6,0.1,0.95,7
7,0.12,0.95,1
8,0.14,0.95,1
9,0.16,0.95,1
10,0.18,0.95,1
11,0.2,0.95,1
12,0.22,0.95,1
13,0.24,0.95,1
14,0.26,0.95,1
15,0.28,0.95,1
16,0.3,0.95,1
17,0.32,0.95,1
18,0.34,0.95,1
19,0.36,0.95,1
20,0.38,0.95,1
21,0.4,0.95,1
22,0,0.95,1
23,0.02,0.95,29
24,0.04,0.95,32
25,0.06,0.95,27
26,0.08,0.95,27
27,0.1,0.95,1
28,0.12,0.95,1
29,0.14,0.95,1
30,0.16,0.95,1
31,0.18,0.95,1
32,0.2,0.95,1
33,0.22,0.95,1
34,0.24,0.95,1
35,0.26,0.95,1
36,0.28,0.95,1
37,0.3,0.95,1
38,0.32,0.95,1
39,0.34,0.95,1
40,0.36,0.95,1
41,0.38,0.95,1
42,0.4,0.95,1
43,0,0.95,1
44,0.02,0.95,36
45,0.04,0.95,29
46,0.06,0.95,24
47,0.08,0.95,23
48,0.1,0.95,8
49,0.12,0.95,1
50,0.14,0.95,1
51,0.16,0.95,1
52,0.18,0.95,1
53,0.2,0.95,1
54,0.22,0.95,1
55,0.24,0.95,1
56,0.26,0.95,1
57,0.28,0.95,1
58,0.3,0.95,1
59,0.32,0.95,1
60,0.34,0.95,1
61,0.36,0.95,1
62,0.38,0.95,1
63,0.4,0.95,1
64,0,0.95,1
65,0.02,0.95,35
66,0.04,0.95,27
67,0.06,0.95,27
68,0.08,0.95,23
69,0.1,0.95,1
70,0.12,0.95,1
71,0.14,0.95,1
72,0.16,0.95,1
73,0.18,0.95,1
74,0.2,0.95,1
75,0.22,0.95,1
76,0.24,0.95,1
77,0.26,0.95,1
78,0.28,0.95,1
79,0.3,0.95,1
80,0.32,0.95,1
81,0.34,0.95,1
82,0.36,0.95,1
83,0.38,0.95,1
84,0.4,0.95,1
85,0,0.95,1
86,0.02,0.95,26
87,0.04,0.95,27
88,0.06,0.95,26
89,0.08,0.95,1
90,0.1,0.95,1
91,0.12,0.95,1
92,0.14,0.95,1
93,0.16,0.95,1
94,0.18,0.95,1
95,0.2,0.95,1
96,0.22,0.95,1
97,0.24,0.95,1
98,0.26,0.95,1
99,0.28,0.95,1
100,0.3,0.95,1
101,0.32,0.95,1
102,0.34,0.95,1
103,0.36,0.95,1
104,0.38,0.95,1
105,0.4,0.95,1
106,0,0.95,1
107,0.02,0.95,33
108,0.04,0.95,30
109,0.06,0.95,22
110,0.08,0.95,1
111,0.1,0.95,21
112,0.12,0.95,1
113,0.14,0.95,1
114,0.16,0.95,1
115,0.18,0.95,1
116,0.2,0.95,1
117,0.22,0.95,1
118,0.24,0.95,1
119,0.26,0.95,1
120,0.28,0.95,1
121,0.3,0.95,1
122,0.32,0.95,1
123,0.34,0.95,1
124,0.36,0.95,1
125,0.38,0.95,1
126,0.4,0.95,1
127,0,0.95,1
128,0.02,0.95,35
129,0.04,0.95,27
130,0.06,0.95,25
131,0.08,0.95,28
132,0.1,0.95,1
133,0.12,0.95,1
134,0.14,0.95,1
135,0.16,0.95,1
136,0.18,0.95,1
137,0.2,0.95,1
138,0.22,0.95,1
139,0.24,0.95,1
140,0.26,0.95,1
141,0.28,0.95,1
142,0.3,0.95,1
143,0.32,0.95,1
144,0.34,0.95,1
145,0.36,0.95,1
146,0.38,0.95,1
147,0.4,0.95,1
148,0,0.95,1
149,0.02,0.95,30
150,0.04,0.95,31
151,0.06,0.95,26
152,0.08,0.95,23
153,0.1,0.95,1
154,0.12,0.95,1
155,0.14,0.95,1
156,0.16,0.95,1
157,0.18,0.95,1
158,0.2,0.95,1
159,0.22,0.95,1
160,0.24,0.95,1
161,0.26,0.95,1
162,0.28,0.95,1
163,0.3,0.95,1
164,0.32,0.95,1
165,0.34,0.95,1
166,0.36,0.95,1
167,0.38,0.95,1
168,0.4,0.95,1
169,0,0.95,1
170,0.02,0.95,23
171,0.04,0.95,31
172,0.06,0.95,23
173,0.08,0.95,21
174,0.1,0.95,22
175,0.12,0.95,1
176,0.14,0.95,1
177,0.16,0.95,1
178,0.18,0.95,1
179,0.2,0.95,1
180,0.22,0.95,1
181,0.24,0.95,1
182,0.26,0.95,1
183,0.28,0.95,1
184,0.3,0.95,1
185,0.32,0.95,1
186,0.34,0.95,1
187,0.36,0.95,1
188,0.38,0.95,1
189,0.4,0.95,1
190,0,0.95,1
191,0.02,0.95,30
192,0.04,0.95,30
193,0.06,0.95,29
194,0.08,0.95,27
195,0.1,0.95,1
196,0.12,0.95,1
197,0.14,0.95,1
198,0.16,0.95,1
199,0.18,0.95,1
200,0.2,0.95,1
201,0.22,0.95,1
202,0.24,0.95,1
203,0.26,0.95,1
204,0.28,0.95,1
205,0.3,0.95,1
206,0.32,0.95,1
207,0.34,0.95,1
208,0.36,0.95,1
209,0.38,0.95,1
210,0.4,0.95,1
211,0,0.95,1
212,0.02,0.95,28
213,0.04,0.95,26
214,0.06,0.95,28
215,0.08,0.95,27
216,0.1,0.95,1
217,0.12,0.95,1
218,0.14,0.95,1
219,0.16,0.95,1
220,0.18,0.95,1
221,0.2,0.95,1
222,0.22,0.95,1
223,0.24,0.95,1
224,0.26,0.95,1
225,0.28,0.95,1
226,0.3,0.95,1
227,0.32,0.95,1
228,0.34,0.95,1
229,0.36,0.95,1
230,0.38,0.95,1
231,0.4,0.95,1
232,0,0.95,1
233,0.02,0.95,35
234,0.04,0.95,30
235,0.06,0.95,25
236,0.08,0.95,24
237,0.1,0.95,1
238,0.12,0.95,1
239,0.14,0.95,1
240,0.16,0.95,1
241,0.18,0.95,1
242,0.2,0.95,1
243,0.22,0.95,1
244,0.24,0.95,1
245,0.26,0.95,1
246,0.28,0.95,1
247,0.3,0.95,1
248,0.32,0.95,1
249,0.34,0.95,1
250,0.36,0.95,1
251,0.38,0.95,1
252,0.4,0.95,1
253,0,0.95,1
254,0.02,0.95,34
255,0.04,0.95,29
256,0.06,0.95,22
257,0.08,0.95,21
258,0.1,0.95,1
259,0.12,0.95,1
260,0.14,0.95,1
261,0.16,0.95,1
262,0.18,0.95,1
263,0.2,0.95,1
264,0.22,0.95,1
265,0.24,0.95,1
266,0.26,0.95,1
267,0.28,0.95,1
268,0.3,0.95,1
269,0.32,0.95,1
270,0.34,0.95,1
271,0.36,0.95,1
272,0.38,0.95,1
273,0.4,0.95,1
274,0,0.95,1
275,0.02,0.95,33
276,0.04,0.95,33
277,0.06,0.95,27
278,0.08,0.95,30
279,0.1,0.95,20
280,0.12,0.95,1
281,0.14,0.95,1
282,0.16,0.95,1
283,0.18,0.95,1
284,0.2,0.95,1
285,0.22,0.95,1
286,0.24,0.95,1
287,0.26,0.95,1
288,0.28,0.95,1
289,0.3,0.95,1
290,0.32,0.95,1
291,0.34,0.95,1
292,0.36,0.95,1
293,0.38,0.95,1
294,0.4,0.95,1
295,0,0.95,1
296,0.02,0.95,34
297,0.04,0.95,31
298,0.06,0.95,24
299,0.08,0.95,1
300,0.1,0.95,7
301,0.12,0.95,9
302,0.14,0.95,1
303,0.16,0.95,1
304,0.18,0.95,1
305,0.2,0.95,1
306,0.22,0.95,1
307,0.24,0.95,1
308,0.26,0.95,1
309,0.28,0.95,1
310,0.3,0.95,1
311,0.32,0.95,1
312,0.34,0.95,1
313,0.36,0.95,1
314,0.38,0.95,1
315,0.4,0.95,1
316,0,0.95,1
317,0.02,0.95,32
318,0.04,0.95,27
319,0.06,0.95,26
320,0.08,0.95,23
321,0.1,0.95,21
322,0.12,0.95,1
323,0.14,0.95,1
324,0.16,0.95,1
325,0.18,0.95,1
326,0.2,0.95,1
327,0.22,0.95,1
328,0.24,0.95,1
329,0.26,0.95,1
330,0.28,0.95,1
331,0.3,0.95,1
332,0.32,0.95,1
333,0.34,0.95,1
334,0.36,0.95,1
335,0.38,0.95,1
336,0.4,0.95,1
337,0,0.95,1
338,0.02,0.95,29
339,0.04,0.95,29
340,0.06,0.95,28
341,0.08,0.95,1
342,0.1,0.95,23
343,0.12,0.95,11
344,0.14,0.95,1
345,0.16,0.95,1
346,0.18,0.95,1
347,0.2,0.95,1
348,0.22,0.95,1
349,0.24,0.95,1
350,0.26,0.95,1
351,0.28,0.95,1
352,0.3,0.95,1
353,0.32,0.95,1
354,0.34,0.95,1
355,0.36,0.95,1
356,0.38,0.95,1
357,0.4,0.95,1
358,0,0.95,1
359,0.02,0.95,36
360,0.04,0.95,29
361,0.06,0.95,26
362,0.08,0.95,1
363,0.1,0.95,1
364,0.12,0.95,1
365,0.14,0.95,1
366,0.16,0.95,1
367,0.18,0.95,1
368,0.2,0.95,1
369,0.22,0.95,1
370,0.24,0.95,1
371,0.26,0.95,1
372,0.28,0.95,1
373,0.3,0.95,1
374,0.32,0.95,1
375,0.34,0.95,1
376,0.36,0.95,1
377,0.38,0.95,1
378,0.4,0.95,1
379,0,0.95,1
380,0.02,0.95,29
381,0.04,0.95,30
382,0.06,0.95,27
383,0.08,0.95,25
384,0.1,0.95,24
385,0.12,0.95,1
386,0.14,0.95,1
387,0.16,0.95,1
388,0.18,0.95,1
389,0.2,0.95,1
390,0.22,0.95,1
391,0.24,0.95,1
392,0.26,0.95,1
393,0.28,0.95,1
394,0.3,0.95,1
395,0.32,0.95,1
396,0.34,0.95,1
397,0.36,0.95,1
398,0.38,0.95,1
399,0.4,0.95,1
400,0,0.95,1
401,0.02,0.95,32
402,0.04,0.95,30
403,0.06,0.95,27
404,0.08,0.95,25
405,0.1,0.95,9
406,0.12,0.95,1
407,0.14,0.95,1
408,0.16,0.95,1
409,0.18,0.95,1
410,0.2,0.95,1
411,0.22,0.95,1
412,0.24,0.95,1
413,0.26,0.95,1
414,0.28,0.95,1
415,0.3,0.95,1
416,0.32,0.95,1
417,0.34,0.95,1
418,0.36,0.95,1
419,0.38,0.95,1
420,0.4,0.95,1
421,0,0.95,1
422,0.02,0.95,33
423,0.04,0.95,28
424,0.06,0.95,26
425,0.08,0.95,22
426,0.1,0.95,23
427,0.12,0.95,1
428,0.14,0.95,1
429,0.16,0.95,1
430,0.18,0.95,1
431,0.2,0.95,1
432,0.22,0.95,1
433,0.24,0.95,1
434,0.26,0.95,1
435,0.28,0.95,1
436,0.3,0.95,1
437,0.32,0.95,1
438,0.34,0.95,1
439,0.36,0.95,1
440,0.38,0.95,1
441,0.4,0.95,1
442,0,0.95,1
443,0.02,0.95,29
444,0.04,0.95,34
445,0.06,0.95,29
446,0.08,0.95,21
447,0.1,0.95,23
448,0.12,0.95,1
449,0.14,0.95,1
450,0.16,0.95,1
451,0.18,0.95,1
452,0.2,0.95,1
453,0.22,0.95,1
454,0.24,0.95,1
455,0.26,0.95,1
456,0.28,0.95,1
457,0.3,0.95,1
458,0.32,0.95,1
459,0.34,0.95,1
460,0.36,0.95,1
461,0.38,0.95,1
462,0.4,0.95,1
463,0,0.95,1
464,0.02,0.95,36
465,0.04,0.95,30
466,0.06,0.95,1
467,0.08,0.95,25
468,0.1,0.95,1
469,0.12,0.95,1
470,0.14,0.95,1
471,0.16,0.95,1
472,0.18,0.95,1
473,0.2,0.95,1
474,0.22,0.95,1
475,0.24,0.95,1
476,0.26,0.95,1
477,0.28,0.95,1
478,0.3,0.95,1
479,0.32,0.95,1
480,0.34,0.95,1
481,0.36,0.95,1
482,0.38,0.95,1
483,0.4,0.95,1
484,0,0.95,1
485,0.02,0.95,29
486,0.04,0.95,31
487,0.06,0.95,25
488,0.08,0.95,1
489,0.1,0.95,1
490,0.12,0.95,1
491,0.14,0.95,1
492,0.16,0.95,1
493,0.18,0.95,1
494,0.2,0.95,1
495,0.22,0.95,1
496,0.24,0.95,1
497,0.26,0.95,1
498,0.28,0.95,1
499,0.3,0.95,1
500,0.32,0.95,1
501,0.34,0.95,1
502,0.36,0.95,1
503,0.38,0.95,1
504,0.4,0.95,1
505,0,0.95,1
506,0.02,0.95,31
507,0.04,0.95,28
508,0.06,0.95,28
509,0.08,0.95,3
510,0.1,0.95,7
511,0.12,0.95,1
512,0.14,0.95,1
513,0.16,0.95,1
514,0.18,0.95,1
515,0.2,0.95,1
516,0.22,0.95,1
517,0.24,0.95,1
518,0.26,0.95,1
519,0.28,0.95,1
520,0.3,0.95,1
521,0.32,0.95,1
522,0.34,0.95,1
523,0.36,0.95,1
524,0.38,0.95,1
525,0.4,0.95,1
526,0,0.95,1
527,0.02,0.95,35
528,0.04,0.95,23
529,0.06,0.95,32
530,0.08,0.95,25
531,0.1,0.95,1
532,0.12,0.95,11
533,0.14,0.95,1
534,0.16,0.95,1
535,0.18,0.95,1
536,0.2,0.95,1
537,0.22,0.95,1
538,0.24,0.95,1
539,0.26,0.95,1
540,0.28,0.95,1
541,0.3,0.95,1
542,0.32,0.95,1
543,0.34,0.95,1
544,0.36,0.95,1
545,0.38,0.95,1
546,0.4,0.95,1
547,0,0.95,1
548,0.02,0.95,5
549,0.04,0.95,29
550,0.06,0.95,31
551,0.08,0.95,26
552,0.1,0.95,1
553,0.12,0.95,9
554,0.14,0.95,1
555,0.16,0.95,1
556,0.18,0.95,1
557,0.2,0.95,1
558,0.22,0.95,1
559,0.24,0.95,1
560,0.26,0.95,1
561,0.28,0.95,1
562,0.3,0.95,1
563,0.32,0.95,1
564,0.34,0.95,1
565,0.36,0.95,1
566,0.38,0.95,1
567,0.4,0.95,1
568,0,0.95,1
569,0.02,0.95,34
570,0.04,0.95,27
571,0.06,0.95,25
572,0.08,0.95,23
573,0.1,0.95,1
574,0.12,0.95,1
575,0.14,0.95,1
576,0.16,0.95,1
577,0.18,0.95,1
578,0.2,0.95,1
579,0.22,0.95,1
580,0.24,0.95,1
581,0.26,0.95,1
582,0.28,0.95,1
583,0.3,0.95,1
584,0.32,0.95,1
585,0.34,0.95,1
586,0.36,0.95,1
587,0.38,0.95,1
588,0.4,0.95,1
589,0,0.95,1
590,0.02,0.95,31
591,0.04,0.95,28
592,0.06,0.95,25
593,0.08,0.95,26
594,0.1,0.95,1
595,0.12,0.95,1
596,0.14,0.95,1
597,0.16,0.95,1
598,0.18,0.95,1
599,0.2,0.95,1
600,0.22,0.95,1
601,0.24,0.95,1
602,0.26,0.95,1
603,0.28,0.95,1
604,0.3,0.95,1
605,0.32,0.95,1
606,0.34,0.95,1
607,0.36,0.95,1
608,0.38,0.95,1
609,0.4,0.95,1
610,0,0.95,1
611,0.02,0.95,31
612,0.04,0.95,31
613,0.06,0.95,26
614,0.08,0.95,24
615,0.1,0.95,18
616,0.12,0.95,1
617,0.14,0.95,1
618,0.16,0.95,1
619,0.18,0.95,1
620,0.2,0.95,1
621,0.22,0.95,1
622,0.24,0.95,1
623,0.26,0.95,1
624,0.28,0.95,1
625,0.3,0.95,1
626,0.32,0.95,1
627,0.34,0.95,1
628,0.36,0.95,1
629,0.38,0.95,1
630,0.4,0.95,1
631,0,0.95,1
632,0.02,0.95,31
633,0.04,0.95,27
634,0.06,0.95,29
635,0.08,0.95,1
636,0.1,0.95,1
637,0.12,0.95,1
638,0.14,0.95,1
639,0.16,0.95,1
640,0.18,0.95,1
641,0.2,0.95,1
642,0.22,0.95,1
643,0.24,0.95,1
644,0.26,0.95,1
645,0.28,0.95,1
646,0.3,0.95,1
647,0.32,0.95,1
648,0.34,0.95,1
649,0.36,0.95,1
650,0.38,0.95,1
651,0.4,0.95,1
652,0,0.95,1
653,0.02,0.95,36
654,0.04,0.95,30
655,0.06,0.95,22
656,0.08,0.95,23
657,0.1,0.95,1
658,0.12,0.95,1
659,0.14,0.95,1
660,0.16,0.95,1
661,0.18,0.95,1
662,0.2,0.95,1
663,0.22,0.95,1
664,0.24,0.95,1
665,0.26,0.95,1
666,0.28,0.95,1
667,0.3,0.95,1
668,0.32,0.95,1
669,0.34,0.95,1
670,0.36,0.95,1
671,0.38,0.95,1
672,0.4,0.95,1
673,0,0.95,1
674,0.02,0.95,28
675,0.04,0.95,28
676,0.06,0.95,22
677,0.08,0.95,1
678,0.1,0.95,1
679,0.12,0.95,1
680,0.14,0.95,1
681,0.16,0.95,1
682,0.18,0.95,1
683,0.2,0.95,1
684,0.22,0.95,1
685,0.24,0.95,1
686,0.26,0.95,1
687,0.28,0.95,1
688,0.3,0.95,1
689,0.32,0.95,1
690,0.34,0.95,1
691,0.36,0.95,1
692,0.38,0.95,1
693,0.4,0.95,1
694,0,0.95,1
695,0.02,0.95,33
696,0.04,0.95,29
697,0.06,0.95,28
698,0.08,0.95,1
699,0.1,0.95,1
700,0.12,0.95,1
701,0.14,0.95,1
702,0.16,0.95,1
703,0.18,0.95,1
704,0.2,0.95,1
705,0.22,0.95,1
706,0.24,0.95,1
707,0.26,0.95,1
708,0.28,0.95,1
709,0.3,0.95,1
710,0.32,0.95,1
711,0.34,0.95,1
712,0.36,0.95,1
713,0.38,0.95,1
714,0.4,0.95,1
715,0,0.95,1
716,0.02,0.95,37
717,0.04,0.95,29
718,0.06,0.95,25
719,0.08,0.95,1
720,0.1,0.95,1
721,0.12,0.95,1
722,0.14,0.95,1
723,0.16,0.95,1
724,0.18,0.95,1
725,0.2,0.95,1
726,0.22,0.95,1
727,0.24,0.95,1
728,0.26,0.95,1
729,0.28,0.95,1
730,0.3,0.95,1
731,0.32,0.95,1
732,0.34,0.95,1
733,0.36,0.95,1
734,0.38,0.95,1
735,0.4,0.95,1
736,0,0.95,1
737,0.02,0.95,26
738,0.04,0.95,25
739,0.06,0.95,26
740,0.08,0.95,21
741,0.1,0.95,1
742,0.12,0.95,1
743,0.14,0.95,1
744,0.16,0.95,1
745,0.18,0.95,1
746,0.2,0.95,1
747,0.22,0.95,1
748,0.24,0.95,1
749,0.26,0.95,1
750,0.28,0.95,1
751,0.3,0.95,1
752,0.32,0.95,1
753,0.34,0.95,1
754,0.36,0.95,1
755,0.38,0.95,1
756,0.4,0.95,1
757,0,0.95,1
758,0.02,0.95,29
759,0.04,0.95,30
760,0.06,0.95,26
761,0.08,0.95,21
762,0.1,0.95,1
763,0.12,0.95,1
764,0.14,0.95,1
765,0.16,0.95,1
766,0.18,0.95,1
767,0.2,0.95,1
768,0.22,0.95,1
769,0.24,0.95,1
770,0.26,0.95,1
771,0.28,0.95,1
772,0.3,0.95,1
773,0.32,0.95,1
774,0.34,0.95,1
775,0.36,0.95,1
776,0.38,0.95,1
777,0.4,0.95,1
778,0,0.95,1
779,0.02,0.95,32
780,0.04,0.95,30
781,0.06,0.95,27
782,0.08,0.95,24
783,0.1,0.95,1
784,0.12,0.95,1
785,0.14,0.95,1
786,0.16,0.95,1
787,0.18,0.95,1
788,0.2,0.95,1
789,0.22,0.95,1
790,0.24,0.95,1
791,0.26,0.95,1
792,0.28,0.95,1
793,0.3,0.95,1
794,0.32,0.95,1
795,0.34,0.95,1
796,0.36,0.95,1
797,0.38,0.95,1
798,0.4,0.95,1
799,0,0.95,1
800,0.02,0.95,32
801,0.04,0.95,28
802,0.06,0.95,26
803,0.08,0.95,27
804,0.1,0.95,1
805,0.12,0.95,1
806,0.14,0.95,1
807,0.16,0.95,1
808,0.18,0.95,1
809,0.2,0.95,1
810,0.22,0.95,1
811,0.24,0.95,1
812,0.26,0.95,1
813,0.28,0.95,1
814,0.3,0.95,1
815,0.32,0.95,1
816,0.34,0.95,1
817,0.36,0.95,1
818,0.38,0.95,1
819,0.4,0.95,1
820,0,0.95,1
821,0.02,0.95,31
822,0.04,0.95,26
823,0.06,0.95,30
824,0.08,0.95,22
825,0.1,0.95,1
826,0.12,0.95,1
827,0.14,0.95,1
828,0.16,0.95,1
829,0.18,0.95,1
830,0.2,0.95,1
831,0.22,0.95,1
832,0.24,0.95,1
833,0.26,0.95,1
834,0.28,0.95,1
835,0.3,0.95,1
836,0.32,0.95,1
837,0.34,0.95,1
838,0.36,0.95,1
839,0.38,0.95,1
840,0.4,0.95,1
841,0,0.95,1
842,0.02,0.95,5
843,0.04,0.95,28
844,0.06,0.95,27
845,0.08,0.95,27
846,0.1,0.95,1
847,0.12,0.95,10
848,0.14,0.95,1
849,0.16,0.95,1
850,0.18,0.95,1
851,0.2,0.95,1
852,0.22,0.95,1
853,0.24,0.95,1
854,0.26,0.95,1
855,0.28,0.95,1
856,0.3,0.95,1
857,0.32,0.95,1
858,0.34,0.95,1
859,0.36,0.95,1
860,0.38,0.95,1
861,0.4,0.95,1
862,0,0.95,1
863,0.02,0.95,34
864,0.04,0.95,29
865,0.06,0.95,26
866,0.08,0.95,25
867,0.1,0.95,1
868,0.12,0.95,1
869,0.14,0.95,1
870,0.16,0.95,1
871,0.18,0.95,1
872,0.2,0.95,1
873,0.22,0.95,1
874,0.24,0.95,1
875,0.26,0.95,1
876,0.28,0.95,1
877,0.3,0.95,1
878,0.32,0.95,1
879,0.34,0.95,1
880,0.36,0.95,1
881,0.38,0.95,1
882,0.4,0.95,1
883,0,0.95,1
884,0.02,0.95,33
885,0.04,0.95,32
886,0.06,0.95,25
887,0.08,0.95,23
888,0.1,0.95,1
889,0.12,0.95,1
890,0.14,0.95,1
891,0.16,0.95,1
892,0.18,0.95,1
893,0.2,0.95,1
894,0.22,0.95,1
895,0.24,0.95,1
896,0.26,0.95,1
897,0.28,0.95,1
898,0.3,0.95,1
899,0.32,0.95,1
900,0.34,0.95,1
901,0.36,0.95,1
902,0.38,0.95,1
903,0.4,0.95,1
904,0,0.95,1
905,0.02,0.95,32
906,0.04,0.95,30
907,0.06,0.95,27
908,0.08,0.95,23
909,0.1,0.95,1
910,0.12,0.95,1
911,0.14,0.95,1
912,0.16,0.95,1
913,0.18,0.95,1
914,0.2,0.95,1
915,0.22,0.95,1
916,0.24,0.95,1
917,0.26,0.95,1
918,0.28,0.95,1
919,0.3,0.95,1
920,0.32,0.95,1
921,0.34,0.95,1
922,0.36,0.95,1
923,0.38,0.95,1
924,0.4,0.95,1
925,0,0.95,1
926,0.02,0.95,36
927,0.04,0.95,32
928,0.06,0.95,28
929,0.08,0.95,25
930,0.1,0.95,8
931,0.12,0.95,1
932,0.14,0.95,1
933,0.16,0.95,1
934,0.18,0.95,1
935,0.2,0.95,1
936,0.22,0.95,1
937,0.24,0.95,1
938,0.26,0.95,1
939,0.28,0.95,1
940,0.3,0.95,1
941,0.32,0.95,1
942,0.34,0.95,1
943,0.36,0.95,1
944,0.38,0.95,1
945,0.4,0.95,1
946,0,0.95,1
947,0.02,0.95,30
948,0.04,0.95,30
949,0.06,0.95,28
950,0.08,0.95,25
951,0.1,0.95,1
952,0.12,0.95,1
953,0.14,0.95,1
954,0.16,0.95,1
955,0.18,0.95,1
956,0.2,0.95,1
957,0.22,0.95,1
958,0.24,0.95,1
959,0.26,0.95,1
960,0.28,0.95,1
961,0.3,0.95,1
962,0.32,0.95,1
963,0.34,0.95,1
964,0.36,0.95,1
965,0.38,0.95,1
966,0.4,0.95,1
967,0,0.95,1
968,0.02,0.95,32
969,0.04,0.95,30
970,0.06,0.95,25
971,0.08,0.95,26
972,0.1,0.95,11
973,0.12,0.95,1
974,0.14,0.95,1
975,0.16,0.95,1
976,0.18,0.95,1
977,0.2,0.95,1
978,0.22,0.95,1
979,0.24,0.95,1
980,0.26,0.95,1
981,0.28,0.95,1
982,0.3,0.95,1
983,0.32,0.95,1
984,0.34,0.95,1
985,0.36,0.95,1
986,0.38,0.95,1
987,0.4,0.95,1
988,0,0.95,1
989,0.02,0.95,35
990,0.04,0.95,27
991,0.06,0.95,23
992,0.08,0.95,31
993,0.1,0.95,1
994,0.12,0.95,1
995,0.14,0.95,1
996,0.16,0.95,1
997,0.18,0.95,1
998,0.2,0.95,1
999,0.22,0.95,1
1000,0.24,0.95,1
1001,0.26,0.95,1
1002,0.28,0.95,1
1003,0.3,0.95,1
1004,0.32,0.95,1
1005,0.34,0.95,1
1006,0.36,0.95,1
1007,0.38,0.95,1
1008,0.4,0.95,1
1009,0,0.95,1
1010,0.02,0.95,34
1011,0.04,0.95,31
1012,0.06,0.95,24
1013,0.08,0.95,1
1014,0.1,0.95,10
1015,0.12,0.95,1
1016,0.14,0.95,1
1017,0.16,0.95,1
1018,0.18,0.95,1
1019,0.2,0.95,1
1020,0.22,0.95,1
1021,0.24,0.95,1
1022,0.26,0.95,1
1023,0.28,0.95,1
1024,0.3,0.95,1
1025,0.32,0.95,1
1026,0.34,0.95,1
1027,0.36,0.95,1
1028,0.38,0.95,1
1029,0.4,0.95,1
1030,0,0.95,1
1031,0.02,0.95,33
1032,0.04,0.95,28
1033,0.06,0.95,27
1034,0.08,0.95,22
1035,0.1,0.95,1
1036,0.12,0.95,1
1037,0.14,0.95,1
1038,0.16,0.95,1
1039,0.18,0.95,1
1040,0.2,0.95,1
1041,0.22,0.95,1
1042,0.24,0.95,1
1043,0.26,0.95,1
1044,0.28,0.95,1
1045,0.3,0.95,1
1046,0.32,0.95,1
1047,0.34,0.95,1
1048,0.36,0.95,1
1049,0.38,0.95,1
1050,0.4,0.95,1
1051,0,0.95,1
1052,0.02,0.95,30
1053,0.04,0.95,30
1054,0.06,0.95,29
1055,0.08,0.95,22
1056,0.1,0.95,1
1057,0.12,0.95,1
1058,0.14,0.95,1
1059,0.16,0.95,1
1060,0.18,0.95,1
1061,0.2,0.95,1
1062,0.22,0.95,1
1063,0.24,0.95,1
1064,0.26,0.95,1
1065,0.28,0.95,1
1066,0.3,0.95,1
1067,0.32,0.95,1
1068,0.34,0.95,1
1069,0.36,0.95,1
1070,0.38,0.95,1
1071,0.4,0.95,1
1072,0,0.95,1
1073,0.02,0.95,37
1074,0.04,0.95,30
1075,0.06,0.95,25
1076,0.08,0.95,29
1077,0.1,0.95,1
1078,0.12,0.95,1
1079,0.14,0.95,1
1080,0.16,0.95,1
1081,0.18,0.95,1
1082,0.2,0.95,1
1083,0.22,0.95,1
1084,0.24,0.95,1
1085,0.26,0.95,1
1086,0.28,0.95,1
1087,0.3,0.95,1
1088,0.32,0.95,1
1089,0.34,0.95,1
1090,0.36,0.95,1
1091,0.38,0.95,1
1092,0.4,0.95,1
1093,0,0.95,1
1094,0.02,0.95,33
1095,0.04,0.95,31
1096,0.06,0.95,24
1097,0.08,0.95,24
1098,0.1,0.95,17
1099,0.12,0.95,1
1100,0.14,0.95,1
1101,0.16,0.95,1
1102,0.18,0.95,1
1103,0.2,0.95,1
1104,0.22,0.95,1
1105,0.24,0.95,1
1106,0.26,0.95,1
1107,0.28,0.95,1
1108,0.3,0.95,1
1109,0.32,0.95,1
1110,0.34,0.95,1
1111,0.36,0.95,1
1112,0.38,0.95,1
1113,0.4,0.95,1
1114,0,0.95,1
1115,0.02,0.95,28
1116,0.04,0.95,27
1117,0.06,0.95,29
1118,0.08,0.95,2
1119,0.1,0.95,1
1120,0.12,0.95,1
1121,0.14,0.95,1
1122,0.16,0.95,1
1123,0.18,0.95,1
1124,0.2,0.95,1
1125,0.22,0.95,1
1126,0.24,0.95,1
1127,0.26,0.95,1
1128,0.28,0.95,1
1129,0.3,0.95,1
1130,0.32,0.95,1
1131,0.34,0.95,1
1132,0.36,0.95,1
1133,0.38,0.95,1
1134,0.4,0.95,1
1135,0,0.95,1
1136,0.02,0.95,31
1137,0.04,0.95,30
1138,0.06,0.95,30
1139,0.08,0.95,1
1140,0.1,0.95,1
1141,0.12,0.95,1
1142,0.14,0.95,1
1143,0.16,0.95,1
1144,0.18,0.95,1
1145,0.2,0.95,1
1146,0.22,0.95,1
1147,0.24,0.95,1
1148,0.26,0.95,1
1149,0.28,0.95,1
1150,0.3,0.95,1
1151,0.32,0.95,1
1152,0.34,0.95,1
1153,0.36,0.95,1
1154,0.38,0.95,1
1155,0.4,0.95,1
1156,0,0.95,1
1157,0.02,0.95,30
1158,0.04,0.95,28
1159,0.06,0.95,27
1160,0.08,0.95,1
