,disturbance_frequency,disturbance_mortality,optimal_spacing
1161,0.1,0.95,1
1162,0.12,0.95,1
1163,0.14,0.95,1
1164,0.16,0.95,1
1165,0.18,0.95,1
1166,0.2,0.95,1
1167,0.22,0.95,1
1168,0.24,0.95,1
1169,0.26,0.95,1
1170,0.28,0.95,1
1171,0.3,0.95,1
1172,0.32,0.95,1
1173,0.34,0.95,1
1174,0.36,0.95,1
1175,0.38,0.95,1
1176,0.4,0.95,1
1177,0,0.95,1
1178,0.02,0.95,36
1179,0.04,0.95,26
1180,0.06,0.95,29
1181,0.08,0.95,4
1182,0.1,0.95,1
1183,0.12,0.95,1
1184,0.14,0.95,1
1185,0.16,0.95,1
1186,0.18,0.95,1
1187,0.2,0.95,1
1188,0.22,0.95,1
1189,0.24,0.95,1
1190,0.26,0.95,1
1191,0.28,0.95,1
1192,0.3,0.95,1
1193,0.32,0.95,1
1194,0.34,0.95,1
1195,0.36,0.95,1
1196,0.38,0.95,1
1197,0.4,0.95,1
1198,0,0.95,1
1199,0.02,0.95,35
1200,0.04,0.95,30
1201,0.06,0.95,29
1202,0.08,0.95,26
1203,0.1,0.95,1
1204,0.12,0.95,1
1205,0.14,0.95,1
1206,0.16,0.95,1
1207,0.18,0.95,1
1208,0.2,0.95,1
1209,0.22,0.95,1
1210,0.24,0.95,1
1211,0.26,0.95,1
1212,0.28,0.95,1
1213,0.3,0.95,1
1214,0.32,0.95,1
1215,0.34,0.95,1
1216,0.36,0.95,1
1217,0.38,0.95,1
1218,0.4,0.95,1
1219,0,0.95,1
1220,0.02,0.95,35
1221,0.04,0.95,26
1222,0.06,0.95,23
1223,0.08,0.95,27
1224,0.1,0.95,1
1225,0.12,0.95,1
1226,0.14,0.95,1
1227,0.16,0.95,1
1228,0.18,0.95,1
1229,0.2,0.95,1
1230,0.22,0.95,1
1231,0.24,0.95,1
1232,0.26,0.95,1
1233,0.28,0.95,1
1234,0.3,0.95,1
1235,0.32,0.95,1
1236,0.34,0.95,1
1237,0.36,0.95,1
1238,0.38,0.95,1
1239,0.4,0.95,1
1240,0,0.95,1
1241,0.02,0.95,37
1242,0.04,0.95,27
1243,0.06,0.95,26
1244,0.08,0.95,25
1245,0.1,0.95,1
1246,0.12,0.95,1
1247,0.14,0.95,1
1248,0.16,0.95,1
1249,0.18,0.95,1
1250,0.2,0.95,1
1251,0.22,0.95,1
1252,0.24,0.95,1
1253,0.26,0.95,1
1254,0.28,0.95,1
1255,0.3,0.95,1
1256,0.32,0.95,1
1257,0.34,0.95,1
1258,0.36,0.95,1
1259,0.38,0.95,1
1260,0.4,0.95,1
1261,0,0.95,1
1262,0.02,0.95,27
1263,0.04,0.95,25
1264,0.06,0.95,26
1265,0.08,0.95,25
1266,0.1,0.95,1
1267,0.12,0.95,1
1268,0.14,0.95,1
1269,0.16,0.95,1
1270,0.18,0.95,1
1271,0.2,0.95,1
1272,0.22,0.95,1
1273,0.24,0.95,1
1274,0.26,0.95,1
1275,0.28,0.95,1
1276,0.3,0.95,1
1277,0.32,0.95,1
1278,0.34,0.95,1
1279,0.36,0.95,1
1280,0.38,0.95,1
1281,0.4,0.95,1
1282,0,0.95,1
1283,0.02,0.95,34
1284,0.04,0.95,33
1285,0.06,0.95,25
1286,0.08,0.95,22
1287,0.1,0.95,1
1288,0.12,0.95,1
1289,0.14,0.95,1
1290,0.16,0.95,1
1291,0.18,0.95,1
1292,0.2,0.95,1
1293,0.22,0.95,1
1294,0.24,0.95,1
1295,0.26,0.95,1
1296,0.28,0.95,1
1297,0.3,0.95,1
1298,0.32,0.95,1
1299,0.34,0.95,1
1300,0.36,0.95,1
1301,0.38,0.95,1
1302,0.4,0.95,1
1303,0,0.95,1
1304,0.02,0.95,33
1305,0.04,0.95,32
1306,0.06,0.95,26
1307,0.08,0.95,6
1308,0.1,0.95,1
1309,0.12,0.95,1
1310,0.14,0.95,1
1311,0.16,0.95,1
1312,0.18,0.95,1
1313,0.2,0.95,1
1314,0.22,0.95,1
1315,0.24,0.95,1
1316,0.26,0.95,1
1317,0.28,0.95,1
1318,0.3,0.95,1
1319,0.32,0.95,1
1320,0.34,0.95,1
1321,0.36,0.95,1
1322,0.38,0.95,1
1323,0.4,0.95,1
1324,0,0.95,1
1325,0.02,0.95,37
1326,0.04,0.95,30
1327,0.06,0.95,27
1328,0.08,0.95,24
1329,0.1,0.95,1
1330,0.12,0.95,1
1331,0.14,0.95,1
1332,0.16,0.95,1
1333,0.18,0.95,1
1334,0.2,0.95,1
1335,0.22,0.95,1
1336,0.24,0.95,1
1337,0.26,0.95,1
1338,0.28,0.95,1
1339,0.3,0.95,1
1340,0.32,0.95,1
1341,0.34,0.95,1
1342,0.36,0.95,1
1343,0.38,0.95,1
1344,0.4,0.95,1
1345,0,0.95,1
1346,0.02,0.95,34
1347,0.04,0.95,27
1348,0.06,0.95,26
1349,0.08,0.95,22
1350,0.1,0.95,1
1351,0.12,0.95,1
1352,0.14,0.95,1
1353,0.16,0.95,1
1354,0.18,0.95,1
1355,0.2,0.95,1
1356,0.22,0.95,1
1357,0.24,0.95,1
1358,0.26,0.95,1
1359,0.28,0.95,1
1360,0.3,0.95,1
1361,0.32,0.95,1
1362,0.34,0.95,1
1363,0.36,0.95,1
1364,0.38,0.95,1
1365,0.4,0.95,1
1366,0,0.95,1
1367,0.02,0.95,33
1368,0.04,0.95,28
1369,0.06,0.95,25
1370,0.08,0.95,1
1371,0.1,0.95,1
1372,0.12,0.95,1
1373,0.14,0.95,1
1374,0.16,0.95,1
1375,0.18,0.95,1
1376,0.2,0.95,1
1377,0.22,0.95,1
1378,0.24,0.95,1
1379,0.26,0.95,1
1380,0.28,0.95,1
1381,0.3,0.95,1
1382,0.32,0.95,1
1383,0.34,0.95,1
1384,0.36,0.95,1
1385,0.38,0.95,1
1386,0.4,0.95,1
1387,0,0.95,1
1388,0.02,0.95,32
1389,0.04,0.95,26
1390,0.06,0.95,26
1391,0.08,0.95,26
1392,0.1,0.95,1
1393,0.12,0.95,1
1394,0.14,0.95,1
1395,0.16,0.95,1
1396,0.18,0.95,1
1397,0.2,0.95,1
1398,0.22,0.95,1
1399,0.24,0.95,1
1400,0.26,0.95,1
1401,0.28,0.95,1
1402,0.3,0.95,1
1403,0.32,0.95,1
1404,0.34,0.95,1
1405,0.36,0.95,1
1406,0.38,0.95,1
1407,0.4,0.95,1
1408,0,0.95,1
1409,0.02,0.95,35
1410,0.04,0.95,29
1411,0.06,0.95,33
1412,0.08,0.95,1
1413,0.1,0.95,1
1414,0.12,0.95,1
1415,0.14,0.95,1
1416,0.16,0.95,1
1417,0.18,0.95,1
1418,0.2,0.95,1
1419,0.22,0.95,1
1420,0.24,0.95,1
1421,0.26,0.95,1
1422,0.28,0.95,1
1423,0.3,0.95,1
1424,0.32,0.95,1
1425,0.34,0.95,1
1426,0.36,0.95,1
1427,0.38,0.95,1
1428,0.4,0.95,1
1429,0,0.95,1
1430,0.02,0.95,28
1431,0.04,0.95,27
1432,0.06,0.95,24
1433,0.08,0.95,14
1434,0.1,0.95,23
1435,0.12,0.95,1
1436,0.14,0.95,1
1437,0.16,0.95,1
1438,0.18,0.95,1
1439,0.2,0.95,1
1440,0.22,0.95,1
1441,0.24,0.95,1
1442,0.26,0.95,1
1443,0.28,0.95,1
1444,0.3,0.95,1
1445,0.32,0.95,1
1446,0.34,0.95,1
1447,0.36,0.95,1
1448,0.38,0.95,1
1449,0.4,0.95,1
1450,0,0.95,1
1451,0.02,0.95,36
1452,0.04,0.95,30
1453,0.06,0.95,27
1454,0.08,0.95,24
1455,0.1,0.95,19
1456,0.12,0.95,11
1457,0.14,0.95,1
1458,0.16,0.95,1
1459,0.18,0.95,1
1460,0.2,0.95,1
1461,0.22,0.95,1
1462,0.24,0.95,1
1463,0.26,0.95,1
1464,0.28,0.95,1
1465,0.3,0.95,1
1466,0.32,0.95,1
1467,0.34,0.95,1
1468,0.36,0.95,1
1469,0.38,0.95,1
1470,0.4,0.95,1
1471,0,0.95,1
1472,0.02,0.95,33
1473,0.04,0.95,29
1474,0.06,0.95,20
1475,0.08,0.95,31
1476,0.1,0.95,1
1477,0.12,0.95,1
1478,0.14,0.95,1
1479,0.16,0.95,1
1480,0.18,0.95,1
1481,0.2,0.95,1
1482,0.22,0.95,1
1483,0.24,0.95,1
1484,0.26,0.95,1
1485,0.28,0.95,1
1486,0.3,0.95,1
1487,0.32,0.95,1
1488,0.34,0.95,1
1489,0.36,0.95,1
1490,0.38,0.95,1
1491,0.4,0.95,1
1492,0,0.95,1
1493,0.02,0.95,36
1494,0.04,0.95,26
1495,0.06,0.95,28
1496,0.08,0.95,4
1497,0.1,0.95,26
1498,0.12,0.95,1
1499,0.14,0.95,1
1500,0.16,0.95,1
1501,0.18,0.95,1
1502,0.2,0.95,1
1503,0.22,0.95,1
1504,0.24,0.95,1
1505,0.26,0.95,1
1506,0.28,0.95,1
1507,0.3,0.95,1
1508,0.32,0.95,1
1509,0.34,0.95,1
1510,0.36,0.95,1
1511,0.38,0.95,1
1512,0.4,0.95,1
1513,0,0.95,1
1514,0.02,0.95,37
1515,0.04,0.95,30
1516,0.06,0.95,24
1517,0.08,0.95,24
1518,0.1,0.95,9
1519,0.12,0.95,1
1520,0.14,0.95,1
1521,0.16,0.95,1
1522,0.18,0.95,1
1523,0.2,0.95,1
1524,0.22,0.95,1
1525,0.24,0.95,1
1526,0.26,0.95,1
1527,0.28,0.95,1
1528,0.3,0.95,1
1529,0.32,0.95,1
1530,0.34,0.95,1
1531,0.36,0.95,1
1532,0.38,0.95,1
1533,0.4,0.95,1
1534,0,0.95,1
1535,0.02,0.95,31
1536,0.04,0.95,32
1537,0.06,0.95,30
1538,0.08,0.95,25
1539,0.1,0.95,1
1540,0.12,0.95,1
1541,0.14,0.95,1
1542,0.16,0.95,1
1543,0.18,0.95,1
1544,0.2,0.95,1
1545,0.22,0.95,1
1546,0.24,0.95,1
1547,0.26,0.95,1
1548,0.28,0.95,1
1549,0.3,0.95,1
1550,0.32,0.95,1
1551,0.34,0.95,1
1552,0.36,0.95,1
1553,0.38,0.95,1
1554,0.4,0.95,1
1555,0,0.95,1
1556,0.02,0.95,33
1557,0.04,0.95,29
1558,0.06,0.95,22
1559,0.08,0.95,28
1560,0.1,0.95,21
1561,0.12,0.95,1
1562,0.14,0.95,1
1563,0.16,0.95,1
1564,0.18,0.95,1
1565,0.2,0.95,1
1566,0.22,0.95,1
1567,0.24,0.95,1
1568,0.26,0.95,1
1569,0.28,0.95,1
1570,0.3,0.95,1
1571,0.32,0.95,1
1572,0.34,0.95,1
1573,0.36,0.95,1
1574,0.38,0.95,1
1575,0.4,0.95,1
1576,0,0.95,1
1577,0.02,0.95,28
1578,0.04,0.95,25
1579,0.06,0.95,29
1580,0.08,0.95,24
1581,0.1,0.95,1
1582,0.12,0.95,1
1583,0.14,0.95,1
1584,0.16,0.95,1
1585,0.18,0.95,1
1586,0.2,0.95,1
1587,0.22,0.95,1
1588,0.24,0.95,1
1589,0.26,0.95,1
1590,0.28,0.95,1
1591,0.3,0.95,1
1592,0.32,0.95,1
1593,0.34,0.95,1
1594,0.36,0.95,1
1595,0.38,0.95,1
1596,0.4,0.95,1
1597,0,0.95,1
1598,0.02,0.95,33
1599,0.04,0.95,28
1600,0.06,0.95,25
1601,0.08,0.95,23
1602,0.1,0.95,1
1603,0.12,0.95,1
1604,0.14,0.95,1
1605,0.16,0.95,1
1606,0.18,0.95,1
1607,0.2,0.95,1
1608,0.22,0.95,1
1609,0.24,0.95,1
1610,0.26,0.95,1
1611,0.28,0.95,1
1612,0.3,0.95,1
1613,0.32,0.95,1
1614,0.34,0.95,1
1615,0.36,0.95,1
1616,0.38,0.95,1
1617,0.4,0.95,1
1618,0,0.95,1
1619,0.02,0.95,35
1620,0.04,0.95,23
1621,0.06,0.95,25
1622,0.08,0.95,22
1623,0.1,0.95,1
1624,0.12,0.95,1
1625,0.14,0.95,1
1626,0.16,0.95,1
1627,0.18,0.95,1
1628,0.2,0.95,1
1629,0.22,0.95,1
1630,0.24,0.95,1
1631,0.26,0.95,1
1632,0.28,0.95,1
1633,0.3,0.95,1
1634,0.32,0.95,1
1635,0.34,0.95,1
1636,0.36,0.95,1
1637,0.38,0.95,1
1638,0.4,0.95,1
1639,0,0.95,1
1640,0.02,0.95,34
1641,0.04,0.95,31
1642,0.06,0.95,25
1643,0.08,0.95,26
1644,0.1,0.95,1
1645,0.12,0.95,1
1646,0.14,0.95,1
1647,0.16,0.95,1
1648,0.18,0.95,1
1649,0.2,0.95,1
1650,0.22,0.95,1
1651,0.24,0.95,1
1652,0.26,0.95,1
1653,0.28,0.95,1
1654,0.3,0.95,1
1655,0.32,0.95,1
1656,0.34,0.95,1
1657,0.36,0.95,1
1658,0.38,0.95,1
1659,0.4,0.95,1
1660,0,0.95,1
1661,0.02,0.95,29
1662,0.04,0.95,29
1663,0.06,0.95,28
1664,0.08,0.95,28
1665,0.1,0.95,1
1666,0.12,0.95,1
1667,0.14,0.95,1
1668,0.16,0.95,1
1669,0.18,0.95,1
1670,0.2,0.95,1
1671,0.22,0.95,1
1672,0.24,0.95,1
1673,0.26,0.95,1
1674,0.28,0.95,1
1675,0.3,0.95,1
1676,0.32,0.95,1
1677,0.34,0.95,1
1678,0.36,0.95,1
1679,0.38,0.95,1
1680,0.4,0.95,1
1681,0,0.95,1
1682,0.02,0.95,32
1683,0.04,0.95,23
1684,0.06,0.95,30
1685,0.08,0.95,29
1686,0.1,0.95,1
1687,0.12,0.95,1
1688,0.14,0.95,1
1689,0.16,0.95,1
1690,0.18,0.95,1
1691,0.2,0.95,1
1692,0.22,0.95,1
1693,0.24,0.95,1
1694,0.26,0.95,1
1695,0.28,0.95,1
1696,0.3,0.95,1
1697,0.32,0.95,1
1698,0.34,0.95,1
1699,0.36,0.95,1
1700,0.38,0.95,1
1701,0.4,0.95,1
1702,0,0.95,1
1703,0.02,0.95,37
1704,0.04,0.95,30
1705,0.06,0.95,32
1706,0.08,0.95,27
1707,0.1,0.95,1
1708,0.12,0.95,1
1709,0.14,0.95,1
1710,0.16,0.95,1
1711,0.18,0.95,1
1712,0.2,0.95,1
1713,0.22,0.95,1
1714,0.24,0.95,1
1715,0.26,0.95,1
1716,0.28,0.95,1
1717,0.3,0.95,1
1718,0.32,0.95,1
1719,0.34,0.95,1
1720,0.36,0.95,1
1721,0.38,0.95,1
1722,0.4,0.95,1
1723,0,0.95,1
1724,0.02,0.95,34
1725,0.04,0.95,29
1726,0.06,0.95,27
1727,0.08,0.95,27
1728,0.1,0.95,1
1729,0.12,0.95,1
1730,0.14,0.95,1
1731,0.16,0.95,1
1732,0.18,0.95,1
1733,0.2,0.95,1
1734,0.22,0.95,1
1735,0.24,0.95,1
1736,0.26,0.95,1
1737,0.28,0.95,1
1738,0.3,0.95,1
1739,0.32,0.95,1
1740,0.34,0.95,1
1741,0.36,0.95,1
1742,0.38,0.95,1
1743,0.4,0.95,1
1744,0,0.95,1
1745,0.02,0.95,29
1746,0.04,0.95,27
1747,0.06,0.95,22
1748,0.08,0.95,1
1749,0.1,0.95,11
1750,0.12,0.95,1
1751,0.14,0.95,1
1752,0.16,0.95,1
1753,0.18,0.95,1
1754,0.2,0.95,1
1755,0.22,0.95,1
1756,0.24,0.95,1
1757,0.26,0.95,1
1758,0.28,0.95,1
1759,0.3,0.95,1
1760,0.32,0.95,1
1761,0.34,0.95,1
1762,0.36,0.95,1
1763,0.38,0.95,1
1764,0.4,0.95,1
1765,0,0.95,1
1766,0.02,0.95,32
1767,0.04,0.95,30
1768,0.06,0.95,26
1769,0.08,0.95,23
1770,0.1,0.95,1
1771,0.12,0.95,1
1772,0.14,0.95,1
1773,0.16,0.95,1
1774,0.18,0.95,1
1775,0.2,0.95,1
1776,0.22,0.95,1
1777,0.24,0.95,1
1778,0.26,0.95,1
1779,0.28,0.95,1
1780,0.3,0.95,1
1781,0.32,0.95,1
1782,0.34,0.95,1
1783,0.36,0.95,1
1784,0.38,0.95,1
1785,0.4,0.95,1
1786,0,0.95,1
1787,0.02,0.95,33
1788,0.04,0.95,26
1789,0.06,0.95,23
1790,0.08,0.95,21
1791,0.1,0.95,1
1792,0.12,0.95,1
1793,0.14,0.95,1
1794,0.16,0.95,1
1795,0.18,0.95,1
1796,0.2,0.95,1
1797,0.22,0.95,1
1798,0.24,0.95,1
1799,0.26,0.95,1
1800,0.28,0.95,1
1801,0.3,0.95,1
1802,0.32,0.95,1
1803,0.34,0.95,1
1804,0.36,0.95,1
1805,0.38,0.95,1
1806,0.4,0.95,1
1807,0,0.95,1
1808,0.02,0.95,35
1809,0.04,0.95,26
1810,0.06,0.95,28
1811,0.08,0.95,22
1812,0.1,0.95,1
1813,0.12,0.95,1
1814,0.14,0.95,1
1815,0.16,0.95,1
1816,0.18,0.95,1
1817,0.2,0.95,1
1818,0.22,0.95,1
1819,0.24,0.95,1
1820,0.26,0.95,1
1821,0.28,0.95,1
1822,0.3,0.95,1
1823,0.32,0.95,1
1824,0.34,0.95,1
1825,0.36,0.95,1
1826,0.38,0.95,1
1827,0.4,0.95,1
1828,0,0.95,1
1829,0.02,0.95,32
1830,0.04,0.95,29
1831,0.06,0.95,31
1832,0.08,0.95,1
1833,0.1,0.95,1
1834,0.12,0.95,1
1835,0.14,0.95,1
1836,0.16,0.95,1
1837,0.18,0.95,1
1838,0.2,0.95,1
1839,0.22,0.95,1
1840,0.24,0.95,1
1841,0.26,0.95,1
1842,0.28,0.95,1
1843,0.3,0.95,1
1844,0.32,0.95,1
1845,0.34,0.95,1
1846,0.36,0.95,1
1847,0.38,0.95,1
1848,0.4,0.95,1
1849,0,0.95,1
1850,0.02,0.95,33
1851,0.04,0.95,30
1852,0.06,0.95,28
1853,0.08,0.95,25
1854,0.1,0.95,22
1855,0.12,0.95,1
1856,0.14,0.95,1
1857,0.16,0.95,1
1858,0.18,0.95,1
1859,0.2,0.95,1
1860,0.22,0.95,1
1861,0.24,0.95,1
1862,0.26,0.95,1
1863,0.28,0.95,1
1864,0.3,0.95,1
1865,0.32,0.95,1
1866,0.34,0.95,1
1867,0.36,0.95,1
1868,0.38,0.95,1
1869,0.4,0.95,1
1870,0,0.95,1
1871,0.02,0.95,32
1872,0.04,0.95,33
1873,0.06,0.95,26
1874,0.08,0.95,22
1875,0.1,0.95,1
1876,0.12,0.95,1
1877,0.14,0.95,1
1878,0.16,0.95,1
1879,0.18,0.95,1
1880,0.2,0.95,1
1881,0.22,0.95,1
1882,0.24,0.95,1
1883,0.26,0.95,1
1884,0.28,0.95,1
1885,0.3,0.95,1
1886,0.32,0.95,1
1887,0.34,0.95,1
1888,0.36,0.95,1
1889,0.38,0.95,1
1890,0.4,0.95,1
1891,0,0.95,1
1892,0.02,0.95,30
1893,0.04,0.95,30
1894,0.06,0.95,24
1895,0.08,0.95,27
1896,0.1,0.95,30
1897,0.12,0.95,1
1898,0.14,0.95,1
1899,0.16,0.95,1
1900,0.18,0.95,1
1901,0.2,0.95,1
1902,0.22,0.95,1
1903,0.24,0.95,1
1904,0.26,0.95,1
1905,0.28,0.95,1
1906,0.3,0.95,1
1907,0.32,0.95,1
1908,0.34,0.95,1
1909,0.36,0.95,1
1910,0.38,0.95,1
1911,0.4,0.95,1
1912,0,0.95,1
1913,0.02,0.95,34
1914,0.04,0.95,30
1915,0.06,0.95,29
1916,0.08,0.95,28
1917,0.1,0.95,1
1918,0.12,0.95,1
1919,0.14,0.95,1
1920,0.16,0.95,1
1921,0.18,0.95,1
1922,0.2,0.95,1
1923,0.22,0.95,1
1924,0.24,0.95,1
1925,0.26,0.95,1
1926,0.28,0.95,1
1927,0.3,0.95,1
1928,0.32,0.95,1
1929,0.34,0.95,1
1930,0.36,0.95,1
1931,0.38,0.95,1
1932,0.4,0.95,1
1933,0,0.95,1
1934,0.02,0.95,34
1935,0.04,0.95,31
1936,0.06,0.95,21
1937,0.08,0.95,24
1938,0.1,0.95,1
1939,0.12,0.95,1
1940,0.14,0.95,1
1941,0.16,0.95,1
1942,0.18,0.95,1
1943,0.2,0.95,1
1944,0.22,0.95,1
1945,0.24,0.95,1
1946,0.26,0.95,1
1947,0.28,0.95,1
1948,0.3,0.95,1
1949,0.32,0.95,1
1950,0.34,0.95,1
1951,0.36,0.95,1
1952,0.38,0.95,1
1953,0.4,0.95,1
1954,0,0.95,1
1955,0.02,0.95,34
1956,0.04,0.95,29
1957,0.06,0.95,29
1958,0.08,0.95,21
1959,0.1,0.95,1
1960,0.12,0.95,1
1961,0.14,0.95,1
1962,0.16,0.95,1
1963,0.18,0.95,1
1964,0.2,0.95,1
1965,0.22,0.95,1
1966,0.24,0.95,1
1967,0.26,0.95,1
1968,0.28,0.95,1
1969,0.3,0.95,1
1970,0.32,0.95,1
1971,0.34,0.95,1
1972,0.36,0.95,1
1973,0.38,0.95,1
1974,0.4,0.95,1
1975,0,0.95,1
1976,0.02,0.95,5
1977,0.04,0.95,27
1978,0.06,0.95,26
1979,0.08,0.95,24
1980,0.1,0.95,1
1981,0.12,0.95,1
1982,0.14,0.95,1
1983,0.16,0.95,1
1984,0.18,0.95,1
1985,0.2,0.95,1
1986,0.22,0.95,1
1987,0.24,0.95,1
1988,0.26,0.95,1
1989,0.28,0.95,1
1990,0.3,0.95,1
1991,0.32,0.95,1
1992,0.34,0.95,1
1993,0.36,0.95,1
1994,0.38,0.95,1
1995,0.4,0.95,1
1996,0,0.95,1
1997,0.02,0.95,4
1998,0.04,0.95,29
1999,0.06,0.95,27
2000,0.08,0.95,22
2001,0.1,0.95,1
2002,0.12,0.95,1
2003,0.14,0.95,1
2004,0.16,0.95,1
2005,0.18,0.95,1
2006,0.2,0.95,1
2007,0.22,0.95,1
2008,0.24,0.95,1
2009,0.26,0.95,1
2010,0.28,0.95,1
2011,0.3,0.95,1
2012,0.32,0.95,1
2013,0.34,0.95,1
2014,0.36,0.95,1
2015,0.38,0.95,1
2016,0.4,0.95,1
2017,0,0.95,1
2018,0.02,0.95,29
2019,0.04,0.95,28
2020,0.06,0.95,16
2021,0.08,0.95,28
2022,0.1,0.95,1
2023,0.12,0.95,1
2024,0.14,0.95,1
2025,0.16,0.95,1
2026,0.18,0.95,1
2027,0.2,0.95,1
2028,0.22,0.95,1
2029,0.24,0.95,1
2030,0.26,0.95,1
2031,0.28,0.95,1
2032,0.3,0.95,1
2033,0.32,0.95,1
2034,0.34,0.95,1
2035,0.36,0.95,1
2036,0.38,0.95,1
2037,0.4,0.95,1
2038,0,0.95,1
2039,0.02,0.95,30
2040,0.04,0.95,31
2041,0.06,0.95,24
2042,0.08,0.95,27
2043,0.1,0.95,1
2044,0.12,0.95,1
2045,0.14,0.95,1
2046,0.16,0.95,1
2047,0.18,0.95,1
2048,0.2,0.95,1
2049,0.22,0.95,1
2050,0.24,0.95,1
2051,0.26,0.95,1
2052,0.28,0.95,1
2053,0.3,0.95,1
2054,0.32,0.95,1
2055,0.34,0.95,1
2056,0.36,0.95,1
2057,0.38,0.95,1
2058,0.4,0.95,1
2059,0,0.95,1
2060,0.02,0.95,37
2061,0.04,0.95,26
2062,0.06,0.95,22
2063,0.08,0.95,22
2064,0.1,0.95,1
2065,0.12,0.95,1
2066,0.14,0.95,1
2067,0.16,0.95,1
2068,0.18,0.95,1
2069,0.2,0.95,1
2070,0.22,0.95,1
2071,0.24,0.95,1
2072,0.26,0.95,1
2073,0.28,0.95,1
2074,0.3,0.95,1
2075,0.32,0.95,1
2076,0.34,0.95,1
2077,0.36,0.95,1
2078,0.38,0.95,1
2079,0.4,0.95,1
2080,0,0.95,1
2081,0.02,0.95,31
2082,0.04,0.95,25
2083,0.06,0.95,24
2084,0.08,0.95,28
2085,0.1,0.95,1
2086,0.12,0.95,1
2087,0.14,0.95,1
2088,0.16,0.95,1
2089,0.18,0.95,1
2090,0.2,0.95,1
2091,0.22,0.95,1
2092,0.24,0.95,1
2093,0.26,0.95,1
2094,0.28,0.95,1
2095,0.3,0.95,1
2096,0.32,0.95,1
2097,0.34,0.95,1
2098,0.36,0.95,1
2099,0.38,0.95,1
2100,0.4,0.95,1
2101,0,0.75,1
2102,0.02,0.75,11
2103,0.04,0.75,14
2104,0.06,0.75,17
2105,0.08,0.75,17
2106,0.1,0.75,17
2107,0.12,0.75,14
2108,0.14,0.75,15
2109,0.16,0.75,1
2110,0.18,0.75,1
2111,0.2,0.75,1
2112,0.22,0.75,1
2113,0.24,0.75,1
2114,0.26,0.75,1
2115,0.28,0.75,1
2116,0.3,0.75,1
2117,0.32,0.75,1
2118,0.34,0.75,1
2119,0.36,0.75,1
2120,0.38,0.75,1
2121,0.4,0.75,1
2122,0,0.75,1
2123,0.02,0.75,5
2124,0.04,0.75,17
2125,0.06,0.75,21
2126,0.08,0.75,22
2127,0.1,0.75,21
2128,0.12,0.75,19
2129,0.14,0.75,12
2130,0.16,0.75,9
2131,0.18,0.75,1
2132,0.2,0.75,1
2133,0.22,0.75,1
2134,0.24,0.75,1
2135,0.26,0.75,1
2136,0.28,0.75,1
2137,0.3,0.75,1
2138,0.32,0.75,1
2139,0.34,0.75,1
2140,0.36,0.75,1
2141,0.38,0.75,1
2142,0.4,0.75,1
2143,0,0.75,1
2144,0.02,0.75,5
2145,0.04,0.75,20
2146,0.06,0.75,20
2147,0.08,0.75,14
2148,0.1,0.75,22
2149,0.12,0.75,24
2150,0.14,0.75,15
2151,0.16,0.75,12
2152,0.18,0.75,1
2153,0.2,0.75,1
2154,0.22,0.75,1
2155,0.24,0.75,1
2156,0.26,0.75,1
2157,0.28,0.75,1
2158,0.3,0.75,1
2159,0.32,0.75,1
2160,0.34,0.75,1
2161,0.36,0.75,1
2162,0.38,0.75,1
2163,0.4,0.75,1
2164,0,0.75,1
2165,0.02,0.75,17
2166,0.04,0.75,13
2167,0.06,0.75,24
2168,0.08,0.75,20
2169,0.1,0.75,14
2170,0.12,0.75,13
2171,0.14,0.75,23
2172,0.16,0.75,13
2173,0.18,0.75,5
2174,0.2,0.75,1
2175,0.22,0.75,1
2176,0.24,0.75,1
2177,0.26,0.75,1
2178,0.28,0.75,1
2179,0.3,0.75,1
2180,0.32,0.75,1
2181,0.34,0.75,1
2182,0.36,0.75,1
2183,0.38,0.75,1
2184,0.4,0.75,1
2185,0,0.75,1
2186,0.02,0.75,11
2187,0.04,0.75,15
2188,0.06,0.75,16
2189,0.08,0.75,10
2190,0.1,0.75,17
2191,0.12,0.75,17
2192,0.14,0.75,12
2193,0.16,0.75,1
2194,0.18,0.75,1
2195,0.2,0.75,1
2196,0.22,0.75,10
2197,0.24,0.75,1
2198,0.26,0.75,1
2199,0.28,0.75,1
2200,0.3,0.75,1
2201,0.32,0.75,1
2202,0.34,0.75,1
2203,0.36,0.75,1
2204,0.38,0.75,1
2205,0.4,0.75,1
2206,0,0.75,1
2207,0.02,0.75,6
2208,0.04,0.75,15
2209,0.06,0.75,17
2210,0.08,0.75,14
2211,0.1,0.75,20
2212,0.12,0.75,17
2213,0.14,0.75,20
2214,0.16,0.75,12
2215,0.18,0.75,1
2216,0.2,0.75,1
2217,0.22,0.75,1
2218,0.24,0.75,1
2219,0.26,0.75,1
2220,0.28,0.75,1
2221,0.3,0.75,1
2222,0.32,0.75,1
2223,0.34,0.75,1
2224,0.36,0.75,1
2225,0.38,0.75,1
2226,0.4,0.75,1
2227,0,0.75,1
2228,0.02,0.75,10
2229,0.04,0.75,13
2230,0.06,0.75,17
2231,0.08,0.75,16
2232,0.1,0.75,19
2233,0.12,0.75,21
2234,0.14,0.75,16
2235,0.16,0.75,1
2236,0.18,0.75,9
2237,0.2,0.75,1
2238,0.22,0.75,1
2239,0.24,0.75,1
2240,0.26,0.75,1
2241,0.28,0.75,1
2242,0.3,0.75,1
